Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,11:35:55.737,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.377s,219,218,0.995,200,200,1,false
2,11:35:57.162,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.54s,307,220,0.717,200,280,0.714,false
3,11:35:58.340,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.457s,263,217,0.825,200,240,0.833,false
4,11:35:59.289,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.397s,230,220,0.957,200,210,0.952,false
5,11:36:00.544,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.678s,384,358,0.932,327,350,0.934,false
6,11:36:00.775,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.139s,87,88,1.011,80,80,1,false
7,11:36:01.694,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.809s,417,218,0.523,201,380,0.529,false
8,11:36:03.400,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.939s,439,438,0.998,399,400,0.998,false
9,11:36:03.606,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0s,10,7,0.7,7,10,0.7,false
10,11:36:04.814,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,1.044s,340,222,0.653,203,310,0.655,false
11,11:36:05.682,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.379s,219,219,1,200,200,1,false
12,11:36:06.678,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.397s,230,221,0.961,202,210,0.962,false
13,11:36:08.275,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.619s,351,220,0.627,201,320,0.628,false
14,11:36:09.052,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.519s,296,220,0.743,200,270,0.741,false
15,11:36:10.598,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.88s,494,219,0.443,200,450,0.444,false
16,11:36:11.583,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.698s,395,221,0.559,201,360,0.558,false
17,11:36:12.709,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.58s,329,222,0.675,202,300,0.673,false
18,11:36:13.498,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.5s,285,224,0.786,205,260,0.788,false
19,11:36:14.472,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.657s,373,220,0.59,203,340,0.597,false
20,11:36:15.389,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.399s,230,229,0.996,209,210,0.995,false
21,11:36:16.322,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.697s,395,221,0.559,204,360,0.567,false
22,11:36:16.824,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.379s,219,219,1,200,200,1,false
23,11:36:17.589,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.518s,296,227,0.767,207,270,0.767,false
24,11:36:18.593,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.398s,230,224,0.974,204,210,0.971,false
25,11:36:19.642,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.799s,450,226,0.502,207,410,0.505,false
