Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,08:00:02.359,Pigeon,LG,0.213s,5,5,1,30,30,1,false
2,08:00:03.423,Pigeon,LG,0.429s,9,5,0.556,30,54,0.556,false
3,08:00:05.096,Pigeon,LG,0.786s,12,5,0.417,30,72,0.417,false
4,08:00:06.040,Pigeon,LG,0.214s,5,5,1,30,30,1,false
5,08:00:07.190,Pigeon,LG,0.213s,5,5,1,30,30,1,false
6,08:00:08.490,Pigeon,LG,0.703s,14,5,0.357,30,84,0.357,false
7,08:00:09.564,Pigeon,LG,0.213s,5,5,1,30,30,1,false
8,08:00:10.637,Pigeon,LG,0.269s,6,5,0.833,30,36,0.833,false
9,08:00:12.888,Pigeon,LG,1.147s,19,5,0.263,30,114,0.263,false
10,08:00:13.459,Pigeon,LG,0.213s,5,5,1,30,30,1,false
11,08:00:14.478,Pigeon,LG,0.323s,7,5,0.714,30,42,0.714,false
12,08:00:15.549,Pigeon,LG,0.43s,9,5,0.556,30,54,0.556,false
13,08:00:16.729,Pigeon,LG,0.324s,7,5,0.714,30,42,0.714,false
14,08:00:18.606,Pigeon,LG,1.08s,21,5,0.238,30,126,0.238,false
15,08:00:19.623,Pigeon,LG,0.269s,6,5,0.833,30,36,0.833,false
16,08:00:21.286,Pigeon,LG,1.133s,22,5,0.227,30,132,0.227,false
17,08:00:22.250,Pigeon,LG,0.213s,5,5,1,30,30,1,false
18,08:00:23.926,Pigeon,LG,0.27s,6,5,0.833,30,36,0.833,false
19,08:00:24.834,Pigeon,LG,0.214s,5,5,1,30,30,1,false
20,08:00:25.836,Pigeon,LG,0.213s,5,5,1,30,30,1,false
21,08:00:26.650,Pigeon,LG,0.323s,7,5,0.714,30,42,0.714,false
22,08:00:27.518,Pigeon,LG,0.214s,5,5,1,30,30,1,false
23,08:00:28.251,Pigeon,LG,0.213s,5,5,1,30,30,1,false
24,08:00:29.454,Pigeon,LG,0.593s,12,5,0.417,30,72,0.417,false
25,08:00:30.444,Pigeon,LG,0.213s,5,5,1,30,30,1,false
26,08:00:31.634,Pigeon,LG,0.543s,10,5,0.5,30,60,0.5,false
27,08:00:32.808,Pigeon,LG,0.323s,7,5,0.714,30,42,0.714,false
28,08:00:33.588,Pigeon,LG,0.269s,6,5,0.833,30,36,0.833,false
29,08:00:34.338,Pigeon,LG,0.213s,5,5,1,30,30,1,false
30,08:00:35.246,Pigeon,LG,0.267s,6,5,0.833,30,36,0.833,false
31,08:00:36.213,Pigeon,LG,0.213s,5,5,1,30,30,1,false
32,08:00:37.350,Pigeon,LG,0.658s,9,5,0.556,30,54,0.556,false
33,08:00:38.380,Pigeon,LG,0.7s,14,5,0.357,30,84,0.357,false
34,08:00:39.508,Pigeon,LG,0.723s,13,5,0.385,30,78,0.385,false
35,08:00:40.808,Pigeon,LG,0.376s,8,5,0.625,30,48,0.625,false
36,08:00:43.371,Pigeon,LG,1.783s,27,5,0.185,30,162,0.185,false
37,08:00:44.772,Pigeon,LG,0.213s,5,5,1,30,30,1,false
38,08:00:45.802,Pigeon,LG,0.323s,7,5,0.714,30,42,0.714,false
39,08:00:46.788,Pigeon,LG,0.27s,6,5,0.833,30,36,0.833,false
40,08:00:47.691,Pigeon,LG,0.213s,5,5,1,30,30,1,false
41,08:00:50.163,Pigeon,LG,1.894s,28,9,0.321,54,168,0.321,false
42,08:00:50.936,Pigeon,LG,0.106s,3,1,0.333,6,18,0.333,false
43,08:00:52.202,Pigeon,LG,0.593s,12,5,0.417,30,72,0.417,false
44,08:00:53.413,Pigeon,LG,0.816s,13,5,0.385,30,78,0.385,false
45,08:00:54.324,Pigeon,LG,0.539s,11,5,0.455,30,66,0.455,false
46,08:00:55.934,Pigeon,LG,0.213s,5,5,1,30,30,1,false
47,08:00:56.878,Pigeon,LG,0.594s,12,5,0.417,30,72,0.417,false
48,08:00:58.255,Pigeon,LG,1.154s,6,6,1,36,36,1,false
49,08:00:59.705,Pigeon,LG,0.973s,16,5,0.312,30,96,0.312,false
50,08:01:00.649,Pigeon,LG,0.213s,5,5,1,30,30,1,false
51,08:01:02.006,Pigeon,LG,0.539s,11,5,0.455,30,66,0.455,false
52,08:01:02.796,Pigeon,LG,0.213s,5,5,1,30,30,1,false
53,08:01:03.517,Pigeon,LG,0.27s,6,5,0.833,30,36,0.833,false
54,08:01:04.297,Pigeon,LG,0.213s,5,5,1,30,30,1,false
55,08:01:05.187,Pigeon,LG,0.43s,9,4,0.444,24,54,0.444,false
56,08:01:05.704,Pigeon,LG,0.213s,5,5,1,30,30,1,false
57,08:01:06.821,Pigeon,LG,0.647s,13,5,0.385,30,78,0.385,false
58,08:01:07.707,Pigeon,LG,0.486s,10,5,0.5,30,60,0.5,false
59,08:01:08.988,Pigeon,LG,0.757s,15,5,0.333,30,90,0.333,false
60,08:01:09.831,Pigeon,LG,0.213s,5,5,1,30,30,1,false
61,08:01:11.111,Pigeon,LG,0.977s,12,5,0.417,30,72,0.417,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,557,310,1860.0,3342.0,

Kills:,62
Deaths:,0
Fight Time:,29.778
Avg TTK:,1.139
Damage Done:,1860.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,62.0
Scenario:,Bounce 180 Tracking
Hash:,34eb3c5e616da024acf883f4ac7ec524
Game Version:,2.0.1.2

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Fortnite Percent
Horiz Sens:,5.0
Vert Sens:,5.0
FOV:,80.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
