Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,09:58:34.065,TileFrenzyStrafing Cube,LG,0.413s,10,9,0.9,54,60,0.9,false
2,09:58:34.705,TileFrenzyStrafing Cube,LG,0.413s,10,9,0.9,54,60,0.9,false
3,09:58:35.262,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
4,09:58:35.912,TileFrenzyStrafing Cube,LG,0.413s,10,9,0.9,54,60,0.9,false
5,09:58:36.822,TileFrenzyStrafing Cube,LG,0.55s,13,9,0.692,54,78,0.692,false
6,09:58:37.935,TileFrenzyStrafing Cube,LG,0.596s,14,9,0.643,54,84,0.643,false
7,09:58:38.542,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
8,09:58:39.159,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
9,09:58:39.693,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
10,09:58:40.290,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
11,09:58:40.907,TileFrenzyStrafing Cube,LG,0.456s,11,9,0.818,54,66,0.818,false
12,09:58:41.450,TileFrenzyStrafing Cube,LG,0.413s,10,9,0.9,54,60,0.9,false
13,09:58:42.071,TileFrenzyStrafing Cube,LG,0.456s,11,9,0.818,54,66,0.818,false
14,09:58:42.647,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
15,09:58:43.270,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
16,09:58:43.804,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
17,09:58:44.598,TileFrenzyStrafing Cube,LG,0.413s,10,9,0.9,54,60,0.9,false
18,09:58:45.892,TileFrenzyStrafing Cube,LG,1.11s,23,17,0.739,102,138,0.739,false
19,09:58:46.455,TileFrenzyStrafing Cube,LG,0.413s,10,9,0.9,54,60,0.9,false
20,09:58:47.126,TileFrenzyStrafing Cube,LG,0.413s,10,9,0.9,54,60,0.9,false
21,09:58:47.492,TileFrenzyStrafing Cube,LG,0s,1,1,1,6,6,1,false
22,09:58:48.490,TileFrenzyStrafing Cube,LG,0.503s,12,9,0.75,54,72,0.75,false
23,09:58:49.099,TileFrenzyStrafing Cube,LG,0.412s,10,9,0.9,54,60,0.9,false
24,09:58:49.594,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
25,09:58:50.048,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
26,09:58:50.582,TileFrenzyStrafing Cube,LG,0.414s,10,9,0.9,54,60,0.9,false
27,09:58:51.375,TileFrenzyStrafing Cube,LG,0.643s,15,9,0.6,54,90,0.6,false
28,09:58:51.862,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
29,09:58:52.526,TileFrenzyStrafing Cube,LG,0.55s,13,9,0.692,54,78,0.692,false
30,09:58:53.043,TileFrenzyStrafing Cube,LG,0.414s,10,9,0.9,54,60,0.9,false
31,09:58:53.633,TileFrenzyStrafing Cube,LG,0.413s,10,9,0.9,54,60,0.9,false
32,09:58:54.166,TileFrenzyStrafing Cube,LG,0.413s,10,9,0.9,54,60,0.9,false
33,09:58:54.766,TileFrenzyStrafing Cube,LG,0.413s,10,9,0.9,54,60,0.9,false
34,09:58:55.453,TileFrenzyStrafing Cube,LG,0.55s,13,9,0.692,54,78,0.692,false
35,09:58:56.043,TileFrenzyStrafing Cube,LG,0.504s,12,9,0.75,54,72,0.75,false
36,09:58:56.644,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
37,09:58:57.154,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
38,09:58:57.757,TileFrenzyStrafing Cube,LG,0.413s,10,9,0.9,54,60,0.9,false
