Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:05:09.935,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
2,18:05:10.976,TileFrenzyStrafing Cube,LG,0.55s,13,9,0.692,54,78,0.692,false
3,18:05:11.542,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
4,18:05:12.286,TileFrenzyStrafing Cube,LG,0.549s,13,9,0.692,54,78,0.692,false
5,18:05:12.828,TileFrenzyStrafing Cube,LG,0.414s,10,9,0.9,54,60,0.9,false
6,18:05:13.576,TileFrenzyStrafing Cube,LG,0.597s,14,9,0.643,54,84,0.643,false
7,18:05:14.087,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
8,18:05:15.035,TileFrenzyStrafing Cube,LG,0.504s,12,9,0.75,54,72,0.75,false
9,18:05:15.568,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
10,18:05:16.273,TileFrenzyStrafing Cube,LG,0.504s,12,9,0.75,54,72,0.75,false
11,18:05:16.856,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
12,18:05:17.402,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
13,18:05:17.982,TileFrenzyStrafing Cube,LG,0.412s,10,9,0.9,54,60,0.9,false
14,18:05:18.727,TileFrenzyStrafing Cube,LG,0.503s,12,9,0.75,54,72,0.75,false
15,18:05:19.300,TileFrenzyStrafing Cube,LG,0.412s,10,9,0.9,54,60,0.9,false
16,18:05:19.841,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
17,18:05:20.841,TileFrenzyStrafing Cube,LG,0.456s,11,9,0.818,54,66,0.818,false
18,18:05:21.382,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
19,18:05:21.939,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
20,18:05:22.487,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
21,18:05:23.307,TileFrenzyStrafing Cube,LG,0.549s,13,9,0.692,54,78,0.692,false
22,18:05:24.883,TileFrenzyStrafing Cube,LG,0.908s,20,17,0.85,102,120,0.85,false
23,18:05:25.080,TileFrenzyStrafing Cube,LG,0s,1,1,1,6,6,1,false
24,18:05:25.929,TileFrenzyStrafing Cube,LG,0.752s,12,9,0.75,54,72,0.75,false
25,18:05:26.670,TileFrenzyStrafing Cube,LG,0.504s,12,9,0.75,54,72,0.75,false
26,18:05:27.381,TileFrenzyStrafing Cube,LG,0.504s,12,9,0.75,54,72,0.75,false
27,18:05:27.932,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
28,18:05:28.619,TileFrenzyStrafing Cube,LG,0.503s,12,9,0.75,54,72,0.75,false
29,18:05:29.417,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
30,18:05:29.943,TileFrenzyStrafing Cube,LG,0.365s,9,9,1,54,54,1,false
31,18:05:30.745,TileFrenzyStrafing Cube,LG,0.551s,13,9,0.692,54,78,0.692,false
32,18:05:31.172,TileFrenzyStrafing Cube,LG,0.37s,9,9,1,54,54,1,false
33,18:05:31.735,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
34,18:05:32.363,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
35,18:05:32.911,TileFrenzyStrafing Cube,LG,0.413s,10,9,0.9,54,60,0.9,false
36,18:05:33.464,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
37,18:05:34.048,TileFrenzyStrafing Cube,LG,0.424s,9,9,1,54,54,1,false
38,18:05:35.694,TileFrenzyStrafing Cube,LG,1.177s,22,17,0.773,102,132,0.773,false
39,18:05:36.212,TileFrenzyStrafing Cube,LG,0.365s,9,9,1,54,54,1,false
40,18:05:36.816,TileFrenzyStrafing Cube,LG,0.41s,10,9,0.9,54,60,0.9,false
41,18:05:37.315,TileFrenzyStrafing Cube,LG,0s,1,1,1,6,6,1,false
42,18:05:37.924,TileFrenzyStrafing Cube,LG,0.458s,11,9,0.818,54,66,0.818,false
43,18:05:39.287,TileFrenzyStrafing Cube,LG,1.202s,25,17,0.68,102,150,0.68,false
44,18:05:39.877,TileFrenzyStrafing Cube,LG,0.368s,9,9,1,54,54,1,false
45,18:05:40.418,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
