Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,08:25:13.839,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
2,08:25:14.456,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
3,08:25:15.030,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
4,08:25:16.085,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
5,08:25:17.035,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
6,08:25:18.825,Pigeon,pistol,1.272s,2,1,0.5,50,250,0.2,false
7,08:25:19.846,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
8,08:25:20.990,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
9,08:25:22.018,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
10,08:25:23.042,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
11,08:25:23.802,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
12,08:25:24.383,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
13,08:25:27.106,Pigeon,pistol,1.581s,3,1,0.333,50,375,0.133,false
14,08:25:27.742,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
15,08:25:28.654,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
16,08:25:30.011,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
17,08:25:31.283,Pigeon,pistol,0.424s,2,1,0.5,50,250,0.2,false
18,08:25:32.414,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
19,08:25:33.687,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
20,08:25:34.465,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
21,08:25:35.032,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
22,08:25:36.480,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
23,08:25:37.563,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
24,08:25:38.311,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
25,08:25:39.721,Pigeon,pistol,0.749s,2,1,0.5,50,250,0.2,false
26,08:25:40.325,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
27,08:25:40.831,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
28,08:25:41.335,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
29,08:25:42.570,Pigeon,pistol,0.734s,2,1,0.5,50,250,0.2,false
30,08:25:43.205,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
31,08:25:43.903,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
32,08:25:44.271,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
33,08:25:45.928,Pigeon,pistol,0.351s,2,1,0.5,50,250,0.2,false
34,08:25:46.695,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
35,08:25:47.153,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
36,08:25:47.764,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
37,08:25:49.059,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
38,08:25:50.071,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
39,08:25:51.174,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
40,08:25:51.870,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
41,08:25:52.847,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
42,08:25:53.388,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
43,08:25:54.166,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
44,08:25:55.304,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
45,08:25:56.239,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
46,08:25:56.770,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
47,08:25:58.419,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
48,08:25:59.039,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
49,08:26:00.453,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
50,08:26:01.414,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
51,08:26:02.456,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
52,08:26:03.151,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
53,08:26:03.756,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
54,08:26:04.366,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
55,08:26:06.834,Pigeon,pistol,1.414s,2,1,0.5,50,250,0.2,false
56,08:26:08.909,Pigeon,pistol,1.448s,2,1,0.5,50,250,0.2,false
57,08:26:09.595,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
