Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,09:38:33.465,test,pistol,0s,1,1,1,1000,2000,0.5,false
2,09:38:34.509,test,pistol,0.438s,2,1,0.5,1000,4000,0.25,false
3,09:38:35.201,test,pistol,0s,1,1,1,1000,2000,0.5,false
4,09:38:35.873,test,pistol,0s,1,1,1,1000,2000,0.5,false
5,09:38:37.185,test,pistol,0.697s,2,1,0.5,1000,4000,0.25,false
6,09:38:37.730,test,pistol,0s,1,1,1,1000,2000,0.5,false
7,09:38:38.562,test,pistol,0s,1,1,1,1000,2000,0.5,false
8,09:38:39.952,test,pistol,0.76s,3,1,0.333,1000,6000,0.167,false
9,09:38:40.507,test,pistol,0s,1,1,1,1000,2000,0.5,false
10,09:38:40.938,test,pistol,0s,1,1,1,1000,2000,0.5,false
11,09:38:41.791,test,pistol,0.334s,2,1,0.5,1000,4000,0.25,false
12,09:38:43.100,test,pistol,0.406s,2,1,0.5,1000,4000,0.25,false
13,09:38:44.198,test,pistol,0.548s,2,1,0.5,1000,4000,0.25,false
14,09:38:45.012,test,pistol,0s,1,1,1,1000,2000,0.5,false
15,09:38:45.652,test,pistol,0s,1,1,1,1000,2000,0.5,false
16,09:38:46.393,test,pistol,0s,1,1,1,1000,2000,0.5,false
17,09:38:47.343,test,pistol,0s,1,1,1,1000,2000,0.5,false
18,09:38:48.247,test,pistol,0s,1,1,1,1000,2000,0.5,false
19,09:38:49.028,test,pistol,0.376s,2,1,0.5,1000,4000,0.25,false
20,09:38:49.903,test,pistol,0.431s,2,1,0.5,1000,4000,0.25,false
21,09:38:50.993,test,pistol,0s,1,1,1,1000,2000,0.5,false
22,09:38:51.504,test,pistol,0s,1,1,1,1000,2000,0.5,false
23,09:38:51.970,test,pistol,0s,1,1,1,1000,2000,0.5,false
24,09:38:52.473,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
25,09:38:53.178,test,pistol,0s,1,1,1,1000,2000,0.5,false
