Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,07:48:50.112,target,BB Gun,0s,1,1,1,1,1,1,false
2,07:48:50.933,target,BB Gun,0s,1,1,1,1,1,1,false
3,07:48:51.740,target,BB Gun,0s,1,1,1,1,1,1,false
4,07:48:52.377,target,BB Gun,0s,1,1,1,1,1,1,false
5,07:48:53.347,target,BB Gun,0s,1,1,1,1,1,1,false
6,07:48:53.941,target,BB Gun,0s,1,1,1,1,1,1,false
7,07:48:54.528,target,BB Gun,0s,1,1,1,1,1,1,false
8,07:48:55.121,target,BB Gun,0s,1,1,1,1,1,1,false
9,07:48:55.668,target,BB Gun,0s,1,1,1,1,1,1,false
10,07:48:56.139,target,BB Gun,0s,1,1,1,1,1,1,false
11,07:48:56.966,target,BB Gun,0.001s,1,1,1,1,1,1,false
12,07:48:57.560,target,BB Gun,0s,1,1,1,1,1,1,false
13,07:48:57.986,target,BB Gun,0s,1,1,1,1,1,1,false
14,07:48:58.621,target,BB Gun,0s,1,1,1,1,1,1,false
15,07:48:59.344,target,BB Gun,0s,1,1,1,1,1,1,false
16,07:48:59.922,target,BB Gun,0.001s,1,1,1,1,1,1,false
17,07:49:00.545,target,BB Gun,0s,1,1,1,1,1,1,false
18,07:49:01.092,target,BB Gun,0s,1,1,1,1,1,1,false
19,07:49:01.826,target,BB Gun,0s,1,1,1,1,1,1,false
20,07:49:02.393,target,BB Gun,0s,1,1,1,1,1,1,false
21,07:49:03.006,target,BB Gun,0s,1,1,1,1,1,1,false
22,07:49:03.677,target,BB Gun,0s,1,1,1,1,1,1,false
23,07:49:04.091,target,BB Gun,0s,1,1,1,1,1,1,false
24,07:49:04.802,target,BB Gun,0.001s,1,1,1,1,1,1,false
25,07:49:05.395,target,BB Gun,0s,1,1,1,1,1,1,false
26,07:49:06.122,target,BB Gun,0s,1,1,1,1,1,1,false
27,07:49:06.583,target,BB Gun,0s,1,1,1,1,1,1,false
