Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,11:28:04.997,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.378s,219,219,1,200,200,1,false
2,11:28:05.862,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.38s,219,219,1,200,200,1,false
3,11:28:06.826,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.943s,329,232,0.705,212,300,0.707,false
4,11:28:07.574,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.638s,274,236,0.861,213,250,0.852,false
5,11:28:08.533,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.458s,263,204,0.776,187,240,0.779,false
6,11:28:09.586,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.576s,329,227,0.69,207,300,0.69,false
7,11:28:10.573,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.399s,230,227,0.987,207,210,0.986,false
8,11:28:11.243,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.419s,241,225,0.934,204,220,0.927,false
9,11:28:12.248,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.561s,318,228,0.717,209,290,0.721,false
10,11:28:13.030,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.377s,219,219,1,200,200,1,false
11,11:28:14.330,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.558s,318,218,0.686,203,290,0.7,false
12,11:28:15.111,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.48s,274,227,0.828,206,250,0.824,false
13,11:28:16.126,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.377s,219,218,0.995,200,200,1,false
14,11:28:16.730,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.521s,287,224,0.78,204,261,0.782,false
15,11:28:17.491,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.559s,318,228,0.717,209,290,0.721,false
16,11:28:18.190,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.5s,285,216,0.758,201,260,0.773,false
17,11:28:19.520,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.74s,417,227,0.544,207,380,0.545,false
18,11:28:20.409,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.619s,351,219,0.624,202,320,0.631,false
19,11:28:21.144,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.381s,219,219,1,200,200,1,false
20,11:34:58.636,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.419s,241,221,0.917,203,220,0.923,false
21,11:34:59.985,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.906s,351,226,0.644,208,320,0.65,false
22,11:35:01.046,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.499s,285,226,0.793,208,260,0.8,false
23,11:35:01.762,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.378s,219,219,1,200,200,1,false
24,11:35:02.631,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.398s,230,228,0.991,208,210,0.99,false
25,11:35:03.216,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.381s,219,220,1.005,200,200,1,false
26,11:35:04.295,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.537s,307,221,0.72,207,280,0.739,false
27,11:35:05.330,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.46s,263,228,0.867,209,240,0.871,false
28,11:35:06.396,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.379s,219,219,1,200,200,1,false
29,11:35:07.369,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.379s,219,219,1,200,200,1,false
30,11:35:08.505,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.399s,230,225,0.978,205,210,0.976,false
31,11:35:09.662,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.538s,307,225,0.733,206,280,0.736,false
32,11:35:10.617,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.618s,351,223,0.635,207,320,0.647,false
33,11:35:11.665,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.537s,307,224,0.73,206,280,0.736,false
34,11:35:12.731,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.599s,340,224,0.659,206,310,0.665,false
35,11:35:13.923,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.72s,406,364,0.897,335,370,0.905,false
36,11:35:14.609,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.66s,307,84,0.274,78,280,0.279,false
37,11:35:15.513,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.705s,340,219,0.644,200,310,0.645,false
38,11:35:17.055,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.617s,351,228,0.65,206,320,0.644,false
39,11:35:17.629,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.378s,219,219,1,200,200,1,false
40,11:35:18.219,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.379s,219,219,1,200,200,1,false
41,11:35:19.196,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.618s,351,222,0.632,202,320,0.631,false
42,11:35:20.269,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.439s,252,222,0.881,202,230,0.878,false
