Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,09:17:07.290,test,pistol,0s,1,1,1,1000,2000,0.5,false
2,09:17:09.711,test,pistol,1.252s,3,1,0.333,1000,6000,0.167,false
3,09:17:10.625,test,pistol,0s,1,1,1,1000,2000,0.5,false
4,09:17:11.268,test,pistol,0s,1,1,1,1000,2000,0.5,false
5,09:17:11.761,test,pistol,0s,1,1,1,1000,2000,0.5,false
6,09:17:12.319,test,pistol,0s,1,1,1,1000,2000,0.5,false
7,09:17:12.869,test,pistol,0s,1,1,1,1000,2000,0.5,false
8,09:17:13.558,test,pistol,0s,1,1,1,1000,2000,0.5,false
9,09:17:14.210,test,pistol,0s,1,1,1,1000,2000,0.5,false
10,09:17:14.984,test,pistol,0s,1,1,1,1000,2000,0.5,false
11,09:17:15.944,test,pistol,0s,1,1,1,1000,2000,0.5,false
12,09:17:16.502,test,pistol,0s,1,1,1,1000,2000,0.5,false
13,09:17:17.335,test,pistol,0s,1,1,1,1000,2000,0.5,false
14,09:17:17.871,test,pistol,0s,1,1,1,1000,2000,0.5,false
15,09:17:18.687,test,pistol,0s,1,1,1,1000,2000,0.5,false
16,09:17:19.149,test,pistol,0s,1,1,1,1000,2000,0.5,false
17,09:17:20.271,test,pistol,0.338s,2,1,0.5,1000,4000,0.25,false
18,09:17:20.714,test,pistol,0s,1,1,1,1000,2000,0.5,false
19,09:17:21.061,test,pistol,0s,1,1,1,1000,2000,0.5,false
20,09:17:21.637,test,pistol,0s,1,1,1,1000,2000,0.5,false
21,09:17:22.195,test,pistol,0s,1,1,1,1000,2000,0.5,false
22,09:17:22.691,test,pistol,0s,1,1,1,1000,2000,0.5,false
23,09:17:23.160,test,pistol,0s,1,1,1,1000,2000,0.5,false
24,09:17:23.649,test,pistol,0s,1,1,1,1000,2000,0.5,false
25,09:17:24.915,test,pistol,0.7s,2,1,0.5,1000,4000,0.25,false
26,09:17:25.372,test,pistol,0s,1,1,1,1000,2000,0.5,false
27,09:17:27.461,test,pistol,0.881s,3,1,0.333,1000,6000,0.167,false
28,09:17:27.922,test,pistol,0s,1,1,1,1000,2000,0.5,false
29,09:17:29.119,test,pistol,0.664s,2,1,0.5,1000,4000,0.25,false
30,09:17:29.824,test,pistol,0s,1,1,1,1000,2000,0.5,false
31,09:17:30.285,test,pistol,0s,1,1,1,1000,2000,0.5,false
32,09:17:31.543,test,pistol,0.373s,2,1,0.5,1000,4000,0.25,false
33,09:17:32.349,test,pistol,0.479s,2,1,0.5,1000,4000,0.25,false
34,09:17:32.855,test,pistol,0s,1,1,1,1000,2000,0.5,false
35,09:17:33.573,test,pistol,0s,1,1,1,1000,2000,0.5,false
36,09:17:34.149,test,pistol,0s,1,1,1,1000,2000,0.5,false
37,09:17:34.954,test,pistol,0.335s,2,1,0.5,1000,4000,0.25,false
38,09:17:35.538,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
39,09:17:35.962,test,pistol,0s,1,1,1,1000,2000,0.5,false
40,09:17:37.347,test,pistol,0.73s,2,1,0.5,1000,4000,0.25,false
41,09:17:38.389,test,pistol,0.348s,2,1,0.5,1000,4000,0.25,false
42,09:17:39.664,test,pistol,0.468s,2,1,0.5,1000,4000,0.25,false
43,09:17:40.286,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
44,09:17:40.762,test,pistol,0s,1,1,1,1000,2000,0.5,false
45,09:17:41.332,test,pistol,0s,1,1,1,1000,2000,0.5,false
46,09:17:43.576,test,pistol,1.027s,2,1,0.5,1000,4000,0.25,false
47,09:17:43.992,test,pistol,0s,1,1,1,1000,2000,0.5,false
48,09:17:44.613,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
49,09:17:46.434,test,pistol,0.911s,2,1,0.5,1000,4000,0.25,false
50,09:17:47.221,test,pistol,0s,1,1,1,1000,2000,0.5,false
51,09:17:47.810,test,pistol,0s,1,1,1,1000,2000,0.5,false
52,09:17:49.777,test,pistol,1.023s,3,1,0.333,1000,6000,0.167,false
53,09:17:50.576,test,pistol,0s,1,1,1,1000,2000,0.5,false
54,09:17:50.965,test,pistol,0s,1,1,1,1000,2000,0.5,false
55,09:17:53.064,test,pistol,1.287s,4,1,0.25,1000,8000,0.125,false
56,09:17:53.542,test,pistol,0s,1,1,1,1000,2000,0.5,false
57,09:17:54.320,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
58,09:17:55.005,test,pistol,0s,1,1,1,1000,2000,0.5,false
59,09:17:55.792,test,pistol,0.259s,2,1,0.5,1000,4000,0.25,false
60,09:17:56.486,test,pistol,0s,1,1,1,1000,2000,0.5,false
61,09:17:57.010,test,pistol,0s,1,1,1,1000,2000,0.5,false
62,09:17:58.344,test,pistol,0s,1,1,1,1000,2000,0.5,false
63,09:17:58.757,test,pistol,0s,1,1,1,1000,2000,0.5,false
64,09:17:59.251,test,pistol,0s,1,1,1,1000,2000,0.5,false
65,09:17:59.721,test,pistol,0s,1,1,1,1000,2000,0.5,false
66,09:18:00.750,test,pistol,0s,1,1,1,1000,2000,0.5,false
67,09:18:01.820,test,pistol,0.278s,2,1,0.5,1000,4000,0.25,false
68,09:18:03.061,test,pistol,0.672s,2,1,0.5,1000,4000,0.25,false
69,09:18:04.033,test,pistol,0s,1,1,1,1000,2000,0.5,false
70,09:18:05.285,test,pistol,0.664s,3,1,0.333,1000,6000,0.167,false
71,09:18:07.134,test,pistol,0.586s,2,1,0.5,1000,4000,0.25,false
72,09:18:07.658,test,pistol,0s,1,1,1,1000,2000,0.5,false
73,09:18:08.657,test,pistol,0s,1,1,1,1000,2000,0.5,false
74,09:18:09.206,test,pistol,0s,1,1,1,1000,2000,0.5,false
75,09:18:09.646,test,pistol,0s,1,1,1,1000,2000,0.5,false
76,09:18:10.160,test,pistol,0s,1,1,1,1000,2000,0.5,false
77,09:18:10.662,test,pistol,0s,1,1,1,1000,2000,0.5,false
78,09:18:11.178,test,pistol,0s,1,1,1,1000,2000,0.5,false
79,09:18:12.981,test,pistol,1.351s,4,1,0.25,1000,8000,0.125,false
80,09:18:13.914,test,pistol,0.465s,2,1,0.5,1000,4000,0.25,false
81,09:18:15.021,test,pistol,0.392s,2,1,0.5,1000,4000,0.25,false
82,09:18:15.621,test,pistol,0s,1,1,1,1000,2000,0.5,false
83,09:18:16.128,test,pistol,0s,1,1,1,1000,2000,0.5,false
84,09:18:16.647,test,pistol,0s,1,1,1,1000,2000,0.5,false
85,09:18:18.576,test,pistol,1.429s,4,1,0.25,1000,8000,0.125,false
86,09:18:19.214,test,pistol,0s,1,1,1,1000,2000,0.5,false
87,09:18:20.390,test,pistol,0.513s,2,1,0.5,1000,4000,0.25,false
88,09:18:20.906,test,pistol,0s,1,1,1,1000,2000,0.5,false
89,09:18:21.444,test,pistol,0s,1,1,1,1000,2000,0.5,false
90,09:18:22.780,test,pistol,0.443s,2,1,0.5,1000,4000,0.25,false
91,09:18:25.043,test,pistol,1.6s,3,1,0.333,1000,6000,0.167,false
92,09:18:25.538,test,pistol,0s,1,1,1,1000,2000,0.5,false
93,09:18:26.348,test,pistol,0s,1,1,1,1000,2000,0.5,false
94,09:18:26.949,test,pistol,0s,1,1,1,1000,2000,0.5,false
95,09:18:27.550,test,pistol,0s,1,1,1,1000,2000,0.5,false
96,09:18:28.278,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
97,09:18:29.474,test,pistol,0.664s,2,1,0.5,1000,4000,0.25,false
98,09:18:30.494,test,pistol,0.376s,2,1,0.5,1000,4000,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,141,98,98000.0,282000.0,
Track Master 100,0,0,0.0,0.0,

Kills:,98
Deaths:,0
Fight Time:,20.513
Avg TTK:,0.875
Damage Done:,98000.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,68.113472
Scenario:,1wall5targets_pasu
Hash:,a5be19c6e6aeb0d774c5e9d9fb497e91
Game Version:,2.0.2.0

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Fortnite Percent
Horiz Sens:,6.0
Vert Sens:,6.0
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
