Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:13:38.198,Pigeon,LG,1.652s,37,17,0.459,102,222,0.459,false
2,19:13:41.067,Pigeon,LG,1.792s,40,22,0.55,132,240,0.55,false
3,19:13:43.707,Pigeon,LG,2.207s,49,17,0.347,102,294,0.347,false
4,19:13:45.694,Pigeon,LG,1.146s,26,12,0.462,72,156,0.462,false
5,19:13:48.221,Pigeon,LG,1.861s,29,17,0.586,102,174,0.586,false
6,19:13:51.313,Pigeon,LG,1.562s,35,17,0.486,102,210,0.486,false
7,19:13:53.530,Pigeon,LG,1.47s,33,17,0.515,102,198,0.515,false
8,19:13:55.479,Pigeon,LG,1.516s,34,17,0.5,102,204,0.5,false
9,19:13:57.112,Pigeon,LG,1.055s,24,17,0.708,102,144,0.708,false
10,19:13:59.950,Pigeon,LG,1.932s,43,17,0.395,102,258,0.395,false
11,19:14:02.107,Pigeon,LG,1.103s,25,17,0.68,102,150,0.68,false
12,19:14:04.062,Pigeon,LG,1.426s,32,17,0.531,102,192,0.531,false
13,19:14:05.928,Pigeon,LG,1.376s,31,17,0.548,102,186,0.548,false
14,19:14:08.239,Pigeon,LG,1.7s,38,17,0.447,102,228,0.447,false
15,19:14:09.866,Pigeon,LG,0.963s,22,17,0.773,102,132,0.773,false
16,19:14:11.866,Pigeon,LG,1.376s,31,17,0.548,102,186,0.548,false
17,19:14:14.783,Pigeon,LG,1.746s,39,17,0.436,102,234,0.436,false
18,19:14:16.906,Pigeon,LG,1.193s,27,17,0.63,102,162,0.63,false
19,19:14:18.687,Pigeon,LG,1.058s,24,17,0.708,102,144,0.708,false
20,19:14:20.920,Pigeon,LG,1.423s,32,17,0.531,102,192,0.531,false
21,19:14:23.567,Pigeon,LG,2.067s,46,17,0.37,102,276,0.37,false
22,19:14:26.744,Pigeon,LG,2.364s,48,33,0.688,198,288,0.688,false
23,19:14:27.197,Pigeon,LG,0s,1,1,1,6,6,1,false
24,19:14:29.219,Pigeon,LG,1.101s,25,17,0.68,102,150,0.68,false
25,19:14:31.052,Pigeon,LG,0.916s,21,17,0.81,102,126,0.81,false
26,19:14:34.214,Pigeon,LG,1.975s,44,18,0.409,108,264,0.409,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,853,451,2706.0,5118.0,

Kills:,26
Deaths:,0
Fight Time:,37.98
Avg TTK:,2.308
Damage Done:,2706.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,2706.0
Scenario:,LG Pin Practice 360
Hash:,1bd8936343724d18465795b9d93c8ac1
Game Version:,2.0.2.0

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Fortnite Percent
Horiz Sens:,6.0
Vert Sens:,6.0
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
