Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,11:46:10.397,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
2,11:46:10.915,TileFrenzyStrafing Cube,LG,0.368s,9,9,1,54,54,1,false
3,11:46:11.622,TileFrenzyStrafing Cube,LG,0.597s,14,9,0.643,54,84,0.643,false
4,11:46:12.143,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
5,11:46:12.750,TileFrenzyStrafing Cube,LG,0.414s,10,9,0.9,54,60,0.9,false
6,11:46:13.630,TileFrenzyStrafing Cube,LG,0.597s,14,9,0.643,54,84,0.643,false
7,11:46:14.052,TileFrenzyStrafing Cube,LG,0.368s,9,9,1,54,54,1,false
8,11:46:14.559,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
9,11:46:15.166,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
10,11:46:15.703,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
11,11:46:16.224,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
12,11:46:16.834,TileFrenzyStrafing Cube,LG,0.368s,9,9,1,54,54,1,false
13,11:46:17.562,TileFrenzyStrafing Cube,LG,0.368s,9,9,1,54,54,1,false
14,11:46:18.238,TileFrenzyStrafing Cube,LG,0.548s,13,9,0.692,54,78,0.692,false
15,11:46:19.694,TileFrenzyStrafing Cube,LG,1.249s,23,17,0.739,102,138,0.739,false
16,11:46:20.100,TileFrenzyStrafing Cube,LG,0.09s,3,1,0.333,6,18,0.333,false
17,11:46:20.828,TileFrenzyStrafing Cube,LG,0.504s,12,9,0.75,54,72,0.75,false
18,11:46:21.315,TileFrenzyStrafing Cube,LG,0.366s,9,9,1,54,54,1,false
19,11:46:21.849,TileFrenzyStrafing Cube,LG,0.367s,9,9,1,54,54,1,false
