Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,11:23:16.074,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.399s,230,221,0.961,203,210,0.967,false
2,11:23:17.046,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.559s,318,222,0.698,202,290,0.697,false
3,11:23:18.180,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.619s,351,221,0.63,204,320,0.637,false
4,11:23:19.222,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.398s,230,222,0.965,203,210,0.967,false
5,11:23:20.422,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.578s,329,219,0.666,201,300,0.67,false
6,11:23:21.310,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.64s,362,220,0.608,201,330,0.609,false
7,11:23:22.111,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.598s,340,223,0.656,204,310,0.658,false
8,11:23:24.353,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,1.943s,835,432,0.517,397,760,0.522,false
9,11:23:25.355,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.378s,219,219,1,200,200,1,false
10,11:23:26.934,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,1.119s,571,427,0.748,393,520,0.756,false
11,11:23:27.141,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.001s,10,10,1,10,10,1,false
12,11:23:27.926,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.709s,318,217,0.682,200,290,0.69,false
13,11:23:28.511,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.017s,21,19,0.905,19,20,0.95,false
14,11:23:29.510,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.398s,230,222,0.965,203,210,0.967,false
15,11:23:30.928,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.699s,395,217,0.549,201,360,0.558,false
16,11:23:31.930,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.658s,373,223,0.598,203,340,0.597,false
17,11:23:33.078,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.438s,252,222,0.881,203,230,0.883,false
18,11:23:33.886,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.657s,373,218,0.584,202,340,0.594,false
19,11:23:34.546,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.457s,263,217,0.825,200,240,0.833,false
20,11:23:35.372,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.618s,351,218,0.621,200,320,0.625,false
21,11:23:36.426,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.496s,285,224,0.786,206,260,0.792,false
22,11:23:37.084,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.399s,230,222,0.965,203,210,0.967,false
23,11:23:38.137,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.437s,252,226,0.897,206,230,0.896,false
24,11:23:38.941,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.398s,230,218,0.948,200,210,0.952,false
25,11:23:40.240,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.378s,219,219,1,200,200,1,false
26,11:23:41.071,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.576s,329,222,0.675,203,300,0.677,false
27,11:23:42.024,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.437s,252,221,0.877,203,230,0.883,false
28,11:23:43.209,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.539s,307,223,0.726,204,280,0.729,false
29,11:23:43.915,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.56s,318,223,0.701,205,290,0.707,false
30,11:23:44.716,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.377s,219,219,1,200,200,1,false
31,11:23:46.000,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.38s,219,219,1,200,200,1,false
32,11:23:47.474,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,1.201s,549,437,0.796,400,500,0.8,false
33,11:23:48.042,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0s,10,10,1,10,10,1,false
34,11:23:49.112,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.537s,307,221,0.72,203,280,0.725,false
35,11:23:49.725,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.378s,219,218,0.995,200,200,1,false
36,11:23:50.742,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.458s,263,221,0.84,203,240,0.846,false
37,11:23:51.825,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.379s,219,219,1,200,200,1,false
38,11:23:52.765,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.417s,241,221,0.917,204,220,0.927,false
39,11:23:53.805,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.379s,219,218,0.995,200,200,1,false
40,11:23:54.964,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.6s,340,227,0.668,208,310,0.671,false
41,11:23:56.080,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.718s,406,226,0.557,205,370,0.554,false
42,11:23:57.188,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.476s,274,225,0.821,207,250,0.828,false
43,11:23:58.531,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.597s,340,223,0.656,204,310,0.658,false
44,11:23:59.569,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.397s,230,229,0.996,209,210,0.995,false
45,11:24:00.611,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.618s,351,225,0.641,206,320,0.644,false
46,11:24:01.688,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.888s,447,326,0.729,301,407,0.74,false
47,11:24:02.137,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.237s,142,115,0.81,106,130,0.815,false
48,11:24:03.594,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.837s,472,217,0.46,200,430,0.465,false
49,11:24:04.628,Quaker Bot Long Strafes,Alcove_Tracking_Weapon,0.398s,230,226,0.983,206,210,0.981,false
