Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,11:20:38.781,target,pistol,0s,1,1,1,25,50,0.5,false
2,11:20:39.124,target,pistol,0s,1,1,1,25,50,0.5,false
3,11:20:39.484,target,pistol,0s,1,1,1,25,50,0.5,false
4,11:20:39.758,target,pistol,0.001s,1,1,1,25,50,0.5,false
5,11:20:40.305,target,pistol,0.317s,2,1,0.5,25,100,0.25,false
6,11:20:40.664,target,pistol,0s,1,1,1,25,50,0.5,false
7,11:20:41.038,target,pistol,0.001s,1,1,1,25,50,0.5,false
8,11:20:41.228,target,pistol,0s,1,1,1,25,50,0.5,false
9,11:20:41.518,target,pistol,0s,1,1,1,25,50,0.5,false
10,11:20:41.818,target,pistol,0s,1,1,1,25,50,0.5,false
11,11:20:42.025,target,pistol,0s,1,1,1,25,50,0.5,false
12,11:20:42.241,target,pistol,0s,1,1,1,25,50,0.5,false
13,11:20:42.442,target,pistol,0s,1,1,1,25,50,0.5,false
14,11:20:42.639,target,pistol,0s,1,1,1,25,50,0.5,false
15,11:20:42.875,target,pistol,0s,1,1,1,25,50,0.5,false
16,11:20:43.106,target,pistol,0.001s,1,1,1,25,50,0.5,false
17,11:20:43.916,target,pistol,0.6s,3,1,0.333,25,150,0.167,false
18,11:20:44.208,target,pistol,0s,1,1,1,25,50,0.5,false
19,11:20:44.655,target,pistol,0s,1,1,1,25,50,0.5,false
20,11:20:44.839,target,pistol,0s,1,1,1,25,50,0.5,false
21,11:20:45.039,target,pistol,0s,1,1,1,25,50,0.5,false
22,11:20:45.392,target,pistol,0s,1,1,1,25,50,0.5,false
23,11:20:45.587,target,pistol,0s,1,1,1,25,50,0.5,false
24,11:20:45.870,target,pistol,0s,1,1,1,25,50,0.5,false
25,11:20:46.074,target,pistol,0s,1,1,1,25,50,0.5,false
26,11:20:46.318,target,pistol,0.001s,1,1,1,25,50,0.5,false
27,11:20:46.551,target,pistol,0s,1,1,1,25,50,0.5,false
28,11:20:46.982,target,pistol,0s,1,1,1,25,50,0.5,false
29,11:20:47.462,target,pistol,0s,1,1,1,25,50,0.5,false
30,11:20:47.639,target,pistol,0.001s,1,1,1,25,50,0.5,false
31,11:20:47.838,target,pistol,0s,1,1,1,25,50,0.5,false
32,11:20:48.119,target,pistol,0s,1,1,1,25,50,0.5,false
33,11:20:48.337,target,pistol,0s,1,1,1,25,50,0.5,false
34,11:20:48.626,target,pistol,0s,1,1,1,25,50,0.5,false
35,11:20:48.880,target,pistol,0s,1,1,1,25,50,0.5,false
36,11:20:49.140,target,pistol,0s,1,1,1,25,50,0.5,false
37,11:20:49.360,target,pistol,0s,1,1,1,25,50,0.5,false
38,11:20:49.593,target,pistol,0s,1,1,1,25,50,0.5,false
39,11:20:49.877,target,pistol,0s,1,1,1,25,50,0.5,false
40,11:20:50.403,target,pistol,0.323s,2,1,0.5,25,100,0.25,false
41,11:20:50.627,target,pistol,0s,1,1,1,25,50,0.5,false
42,11:20:51.083,target,pistol,0s,1,1,1,25,50,0.5,false
43,11:20:51.270,target,pistol,0s,1,1,1,25,50,0.5,false
44,11:20:51.507,target,pistol,0s,1,1,1,25,50,0.5,false
45,11:20:51.918,target,pistol,0s,1,1,1,25,50,0.5,false
46,11:20:52.191,target,pistol,0s,1,1,1,25,50,0.5,false
47,11:20:52.465,target,pistol,0.001s,1,1,1,25,50,0.5,false
48,11:20:52.718,target,pistol,0s,1,1,1,25,50,0.5,false
49,11:20:52.971,target,pistol,0s,1,1,1,25,50,0.5,false
50,11:20:53.188,target,pistol,0s,1,1,1,25,50,0.5,false
51,11:20:53.491,target,pistol,0s,1,1,1,25,50,0.5,false
52,11:20:53.778,target,pistol,0s,1,1,1,25,50,0.5,false
53,11:20:54.041,target,pistol,0s,1,1,1,25,50,0.5,false
54,11:20:54.264,target,pistol,0s,1,1,1,25,50,0.5,false
55,11:20:54.499,target,pistol,0s,1,1,1,25,50,0.5,false
56,11:20:54.943,target,pistol,0.211s,2,1,0.5,25,100,0.25,false
57,11:20:55.146,target,pistol,0s,1,1,1,25,50,0.5,false
58,11:20:55.362,target,pistol,0s,1,1,1,25,50,0.5,false
59,11:20:55.606,target,pistol,0s,1,1,1,25,50,0.5,false
60,11:20:56.069,target,pistol,0.22s,2,1,0.5,25,100,0.25,false
61,11:20:56.276,target,pistol,0s,1,1,1,25,50,0.5,false
62,11:20:56.476,target,pistol,0s,1,1,1,25,50,0.5,false
63,11:20:57.343,target,pistol,0.646s,3,1,0.333,25,150,0.167,false
