Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:43:26.888,test,pistol,0s,1,1,1,1000,2000,0.5,false
2,18:43:27.762,test,pistol,0s,1,1,1,1000,2000,0.5,false
3,18:43:28.392,test,pistol,0s,1,1,1,1000,2000,0.5,false
4,18:43:30.094,test,pistol,0s,1,1,1,1000,2000,0.5,false
5,18:43:31.401,test,pistol,0.702s,2,1,0.5,1000,4000,0.25,false
6,18:43:32.245,test,pistol,0s,1,1,1,1000,2000,0.5,false
7,18:43:32.864,test,pistol,0s,1,1,1,1000,2000,0.5,false
8,18:43:33.660,test,pistol,0s,1,1,1,1000,2000,0.5,false
9,18:43:34.734,test,pistol,0s,1,1,1,1000,2000,0.5,false
10,18:43:35.893,test,pistol,0.412s,2,1,0.5,1000,4000,0.25,false
11,18:43:36.367,test,pistol,0s,1,1,1,1000,2000,0.5,false
12,18:43:37.068,test,pistol,0s,1,1,1,1000,2000,0.5,false
13,18:43:37.641,test,pistol,0s,1,1,1,1000,2000,0.5,false
14,18:43:38.931,test,pistol,0.754s,2,1,0.5,1000,4000,0.25,false
15,18:43:39.670,test,pistol,0s,1,1,1,1000,2000,0.5,false
16,18:43:40.678,test,pistol,0s,1,1,1,1000,2000,0.5,false
17,18:43:41.206,test,pistol,0s,1,1,1,1000,2000,0.5,false
18,18:43:43.723,test,pistol,1.999s,5,1,0.2,1000,10000,0.1,false
19,18:43:44.201,test,pistol,0s,1,1,1,1000,2000,0.5,false
20,18:43:44.951,test,pistol,0s,1,1,1,1000,2000,0.5,false
21,18:43:46.563,test,pistol,0s,1,1,1,1000,2000,0.5,false
22,18:43:47.185,test,pistol,0s,1,1,1,1000,2000,0.5,false
23,18:43:47.718,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
24,18:43:48.584,test,pistol,0s,1,1,1,1000,2000,0.5,false
25,18:43:49.501,test,pistol,0.389s,2,1,0.5,1000,4000,0.25,false
26,18:43:50.045,test,pistol,0s,1,1,1,1000,2000,0.5,false
27,18:43:50.382,test,pistol,0s,1,1,1,1000,2000,0.5,false
28,18:43:51.203,test,pistol,0s,1,1,1,1000,2000,0.5,false
29,18:43:51.650,test,pistol,0s,1,1,1,1000,2000,0.5,false
30,18:43:52.356,test,pistol,0.321s,2,1,0.5,1000,4000,0.25,false
31,18:43:53.119,test,pistol,0s,1,1,1,1000,2000,0.5,false
32,18:43:54.412,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
33,18:43:56.026,test,pistol,0s,1,1,1,1000,2000,0.5,false
34,18:43:56.866,test,pistol,0.4s,2,1,0.5,1000,4000,0.25,false
35,18:43:57.417,test,pistol,0s,1,1,1,1000,2000,0.5,false
36,18:43:58.005,test,pistol,0s,1,1,1,1000,2000,0.5,false
37,18:43:59.061,test,pistol,0.641s,2,1,0.5,1000,4000,0.25,false
38,18:43:59.832,test,pistol,0s,1,1,1,1000,2000,0.5,false
39,18:44:00.656,test,pistol,0s,1,1,1,1000,2000,0.5,false
40,18:44:01.652,test,pistol,0s,1,1,1,1000,2000,0.5,false
41,18:44:02.480,test,pistol,0s,1,1,1,1000,2000,0.5,false
42,18:44:04.415,test,pistol,0.926s,3,1,0.333,1000,6000,0.167,false
43,18:44:05.840,test,pistol,1.096s,4,1,0.25,1000,8000,0.125,false
44,18:44:06.330,test,pistol,0s,1,1,1,1000,2000,0.5,false
45,18:44:06.779,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
46,18:44:07.281,test,pistol,0s,1,1,1,1000,2000,0.5,false
47,18:44:07.845,test,pistol,0s,1,1,1,1000,2000,0.5,false
48,18:44:08.867,test,pistol,0.35s,2,1,0.5,1000,4000,0.25,false
49,18:44:10.578,test,pistol,0.549s,2,1,0.5,1000,4000,0.25,false
50,18:44:11.221,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
51,18:44:12.340,test,pistol,0.377s,2,1,0.5,1000,4000,0.25,false
52,18:44:12.893,test,pistol,0s,1,1,1,1000,2000,0.5,false
53,18:44:13.438,test,pistol,0s,1,1,1,1000,2000,0.5,false
54,18:44:13.893,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
55,18:44:14.528,test,pistol,0s,1,1,1,1000,2000,0.5,false
56,18:44:15.273,test,pistol,0.299s,2,1,0.5,1000,4000,0.25,false
57,18:44:15.791,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
58,18:44:16.675,test,pistol,0.419s,2,1,0.5,1000,4000,0.25,false
59,18:44:17.143,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
60,18:44:17.964,test,pistol,0.304s,2,1,0.5,1000,4000,0.25,false
61,18:44:18.625,test,pistol,0s,1,1,1,1000,2000,0.5,false
62,18:44:20.058,test,pistol,0.821s,2,1,0.5,1000,4000,0.25,false
63,18:44:21.037,test,pistol,0.621s,2,1,0.5,1000,4000,0.25,false
64,18:44:21.491,test,pistol,0s,1,1,1,1000,2000,0.5,false
65,18:44:22.217,test,pistol,0s,1,1,1,1000,2000,0.5,false
66,18:44:23.198,test,pistol,0.393s,2,1,0.5,1000,4000,0.25,false
67,18:44:23.529,test,pistol,0s,1,1,1,1000,2000,0.5,false
68,18:44:24.756,test,pistol,0.421s,2,1,0.5,1000,4000,0.25,false
69,18:44:25.532,test,pistol,0.315s,2,1,0.5,1000,4000,0.25,false
