Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,11:16:45.152,target,pistol,0s,1,1,1,25,50,0.5,false
2,11:16:45.492,target,pistol,0s,1,1,1,25,50,0.5,false
3,11:16:45.872,target,pistol,0s,1,1,1,25,50,0.5,false
4,11:16:46.162,target,pistol,0s,1,1,1,25,50,0.5,false
5,11:16:46.429,target,pistol,0s,1,1,1,25,50,0.5,false
6,11:16:46.716,target,pistol,0s,1,1,1,25,50,0.5,false
7,11:16:47.026,target,pistol,0s,1,1,1,25,50,0.5,false
8,11:16:47.231,target,pistol,0s,1,1,1,25,50,0.5,false
9,11:16:47.441,target,pistol,0s,1,1,1,25,50,0.5,false
10,11:16:47.662,target,pistol,0s,1,1,1,25,50,0.5,false
11,11:16:47.892,target,pistol,0s,1,1,1,25,50,0.5,false
12,11:16:48.152,target,pistol,0s,1,1,1,25,50,0.5,false
13,11:16:48.355,target,pistol,0s,1,1,1,25,50,0.5,false
14,11:16:48.592,target,pistol,0s,1,1,1,25,50,0.5,false
15,11:16:48.952,target,pistol,0s,1,1,1,25,50,0.5,false
16,11:16:49.152,target,pistol,0s,1,1,1,25,50,0.5,false
17,11:16:49.679,target,pistol,0.327s,2,1,0.5,25,100,0.25,false
18,11:16:50.052,target,pistol,0s,1,1,1,25,50,0.5,false
19,11:16:50.485,target,pistol,0s,1,1,1,25,50,0.5,false
20,11:16:50.842,target,pistol,0s,1,1,1,25,50,0.5,false
21,11:16:51.172,target,pistol,0s,1,1,1,25,50,0.5,false
22,11:16:51.352,target,pistol,0s,1,1,1,25,50,0.5,false
23,11:16:51.542,target,pistol,0s,1,1,1,25,50,0.5,false
24,11:16:51.879,target,pistol,0.001s,1,1,1,25,50,0.5,false
25,11:16:52.212,target,pistol,0s,1,1,1,25,50,0.5,false
26,11:16:52.549,target,pistol,0s,1,1,1,25,50,0.5,false
27,11:16:52.832,target,pistol,0s,1,1,1,25,50,0.5,false
28,11:16:53.066,target,pistol,0.001s,1,1,1,25,50,0.5,false
29,11:16:53.267,target,pistol,0.001s,1,1,1,25,50,0.5,false
30,11:16:53.857,target,pistol,0.321s,2,1,0.5,25,100,0.25,false
31,11:16:54.182,target,pistol,0s,1,1,1,25,50,0.5,false
32,11:16:54.701,target,pistol,0s,1,1,1,25,50,0.5,false
33,11:16:54.927,target,pistol,0s,1,1,1,25,50,0.5,false
34,11:16:55.390,target,pistol,0s,1,1,1,25,50,0.5,false
35,11:16:55.568,target,pistol,0s,1,1,1,25,50,0.5,false
36,11:16:55.768,target,pistol,0s,1,1,1,25,50,0.5,false
37,11:16:55.967,target,pistol,0s,1,1,1,25,50,0.5,false
38,11:16:56.334,target,pistol,0s,1,1,1,25,50,0.5,false
39,11:16:56.681,target,pistol,0.001s,1,1,1,25,50,0.5,false
40,11:16:57.635,target,pistol,0.554s,3,1,0.333,25,150,0.167,false
41,11:16:57.961,target,pistol,0s,1,1,1,25,50,0.5,false
42,11:16:58.358,target,pistol,0s,1,1,1,25,50,0.5,false
43,11:16:58.588,target,pistol,0s,1,1,1,25,50,0.5,false
44,11:16:58.908,target,pistol,0s,1,1,1,25,50,0.5,false
45,11:16:59.111,target,pistol,0s,1,1,1,25,50,0.5,false
46,11:16:59.291,target,pistol,0s,1,1,1,25,50,0.5,false
47,11:16:59.742,target,pistol,0s,1,1,1,25,50,0.5,false
48,11:16:59.958,target,pistol,0s,1,1,1,25,50,0.5,false
49,11:17:00.148,target,pistol,0s,1,1,1,25,50,0.5,false
50,11:17:00.541,target,pistol,0s,1,1,1,25,50,0.5,false
51,11:17:00.945,target,pistol,0s,1,1,1,25,50,0.5,false
52,11:17:01.214,target,pistol,0s,1,1,1,25,50,0.5,false
53,11:17:01.501,target,pistol,0s,1,1,1,25,50,0.5,false
54,11:17:01.805,target,pistol,0.001s,1,1,1,25,50,0.5,false
55,11:17:02.208,target,pistol,0s,1,1,1,25,50,0.5,false
56,11:17:02.385,target,pistol,0s,1,1,1,25,50,0.5,false
57,11:17:02.568,target,pistol,0s,1,1,1,25,50,0.5,false
58,11:17:02.792,target,pistol,0s,1,1,1,25,50,0.5,false
59,11:17:02.988,target,pistol,0s,1,1,1,25,50,0.5,false
60,11:17:03.539,target,pistol,0.314s,2,1,0.5,25,100,0.25,false
