Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,11:04:00.164,Pigeon,LG,0.27s,6,5,0.833,30,36,0.833,false
2,11:04:00.952,Pigeon,LG,0.376s,8,6,0.75,36,48,0.75,false
3,11:04:01.508,Pigeon,LG,0.16s,4,4,1,24,24,1,false
4,11:04:02.608,Pigeon,LG,0.486s,10,5,0.5,30,60,0.5,false
5,11:04:03.415,Pigeon,LG,0.27s,6,5,0.833,30,36,0.833,false
6,11:04:04.046,Pigeon,LG,0.269s,6,5,0.833,30,36,0.833,false
7,11:04:04.842,Pigeon,LG,0.323s,7,5,0.714,30,42,0.714,false
8,11:04:05.592,Pigeon,LG,0.214s,5,5,1,30,30,1,false
9,11:04:07.147,Pigeon,LG,0.915s,13,5,0.385,30,78,0.385,false
10,11:04:08.254,Pigeon,LG,0.757s,15,5,0.333,30,90,0.333,false
11,11:04:09.348,Pigeon,LG,0.7s,14,5,0.357,30,84,0.357,false
12,11:04:10.642,Pigeon,LG,0.757s,15,5,0.333,30,90,0.333,false
13,11:04:12.300,Pigeon,LG,0.678s,10,5,0.5,30,60,0.5,false
14,11:04:13.394,Pigeon,LG,0.54s,11,5,0.455,30,66,0.455,false
15,11:04:14.517,Pigeon,LG,0.797s,13,5,0.385,30,78,0.385,false
16,11:04:15.574,Pigeon,LG,0.594s,12,5,0.417,30,72,0.417,false
17,11:04:16.618,Pigeon,LG,0.486s,10,5,0.5,30,60,0.5,false
18,11:04:17.235,Pigeon,LG,0.213s,5,5,1,30,30,1,false
19,11:04:18.375,Pigeon,LG,0.322s,7,5,0.714,30,42,0.714,false
20,11:04:19.289,Pigeon,LG,0.214s,5,5,1,30,30,1,false
21,11:04:19.866,Pigeon,LG,0.214s,5,5,1,30,30,1,false
22,11:04:20.819,Pigeon,LG,0.593s,12,5,0.417,30,72,0.417,false
23,11:04:22.003,Pigeon,LG,0.647s,13,5,0.385,30,78,0.385,false
24,11:04:22.930,Pigeon,LG,0.593s,12,5,0.417,30,72,0.417,false
25,11:04:23.748,Pigeon,LG,0.27s,6,5,0.833,30,36,0.833,false
26,11:04:24.325,Pigeon,LG,0.213s,5,5,1,30,30,1,false
27,11:04:25.079,Pigeon,LG,0.213s,5,5,1,30,30,1,false
28,11:04:26.909,Pigeon,LG,1.437s,18,5,0.278,30,108,0.278,false
29,11:04:28.083,Pigeon,LG,0.429s,9,5,0.556,30,54,0.556,false
30,11:04:29.524,Pigeon,LG,1.048s,14,5,0.357,30,84,0.357,false
31,11:04:30.761,Pigeon,LG,0.487s,10,5,0.5,30,60,0.5,false
32,11:04:31.658,Pigeon,LG,0.539s,11,5,0.455,30,66,0.455,false
33,11:04:32.274,Pigeon,LG,0.213s,5,5,1,30,30,1,false
34,11:04:33.279,Pigeon,LG,0.54s,11,5,0.455,30,66,0.455,false
35,11:04:34.472,Pigeon,LG,0.751s,12,5,0.417,30,72,0.417,false
36,11:04:35.633,Pigeon,LG,0.377s,8,5,0.625,30,48,0.625,false
37,11:04:36.576,Pigeon,LG,0.487s,10,5,0.5,30,60,0.5,false
38,11:04:37.540,Pigeon,LG,0.376s,8,5,0.625,30,48,0.625,false
39,11:04:38.505,Pigeon,LG,0.541s,11,5,0.455,30,66,0.455,false
40,11:04:39.452,Pigeon,LG,0.213s,5,5,1,30,30,1,false
41,11:04:40.523,Pigeon,LG,0.323s,7,5,0.714,30,42,0.714,false
42,11:04:41.697,Pigeon,LG,0.27s,6,5,0.833,30,36,0.833,false
43,11:04:43.421,Pigeon,LG,1.544s,23,6,0.261,36,138,0.261,false
44,11:04:44.382,Pigeon,LG,0.27s,6,5,0.833,30,36,0.833,false
45,11:04:45.100,Pigeon,LG,0.324s,7,5,0.714,30,42,0.714,false
46,11:04:46.957,Pigeon,LG,1.133s,22,5,0.227,30,132,0.227,false
47,11:04:47.551,Pigeon,LG,0.27s,6,5,0.833,30,36,0.833,false
48,11:04:48.481,Pigeon,LG,0.323s,7,4,0.571,24,42,0.571,false
49,11:04:49.359,Pigeon,LG,0.214s,5,5,1,30,30,1,false
50,11:04:50.022,Pigeon,LG,0.214s,5,5,1,30,30,1,false
51,11:04:51.159,Pigeon,LG,0.214s,5,5,1,30,30,1,false
